SpeciesAuthor,SpeciesAccepted,Family,Kingdom,Authors,Journal,StudyDuration,YearPublication,MatrixStartYear,MatrixEndYear,AnnualPeriodicity,MatrixPopulation,EcoRegion,MatrixComposite,Lat,Lon,MatDim,lambda,habitat,TACmodeled,note,envStochModeled,invasive
Jacquiniella_leucomelana,Jacquiniella leucomelana,Orchidaceae,Plantae,Winkler; H�_lber; Hietz,Ann Bot,4,2009,2002,2003,1,Santuario Bosque de Niebla; all trees,TMB,Mean,19.51666667,-95.05,4,0.912442878,Tropical & Subtropical,no,samePop,yes,no
Jacquiniella_leucomelana,Jacquiniella leucomelana,Orchidaceae,Plantae,Winkler; H�_lber; Hietz,Ann Bot,4,2009,2002,2003,1,Santuario Bosque de Niebla; all trees,TMB,Mean,19.51666667,-95.05,4,0.909390484,Tropical & Subtropical,no,samePop,yes,no
Jacquiniella_leucomelana,Jacquiniella leucomelana,Orchidaceae,Plantae,Winkler; H�_lber; Hietz,Ann Bot,4,2009,2003,2004,1,Santuario Bosque de Niebla; all trees,TMB,Mean,19.51666667,-95.05,4,0.882212781,Tropical & Subtropical,no,samePop,yes,no
Jacquiniella_leucomelana,Jacquiniella leucomelana,Orchidaceae,Plantae,Winkler; H�_lber; Hietz,Ann Bot,4,2009,2004,2005,1,Santuario Bosque de Niebla; all trees,TMB,Mean,19.51666667,-95.05,4,0.907133465,Tropical & Subtropical,no,samePop,yes,no
Jacquiniella_teretifolia,Jacquiniella teretifolia,Orchidaceae,Plantae,Winkler; H�_lber; Hietz,Ann Bot,4,2009,2002,2005,1,Santuario Bosque de Niebla; all trees,TMB,Mean,19.51666667,-95.05,4,0.979789473,Tropical & Subtropical,no,samePop,yes,no
Jacquiniella_teretifolia,Jacquiniella teretifolia,Orchidaceae,Plantae,Winkler; H�_lber; Hietz,Ann Bot,4,2009,2002,2003,1,Santuario Bosque de Niebla; all trees,TMB,Mean,19.51666667,-95.05,4,0.852271411,Tropical & Subtropical,no,samePop,yes,no
Jacquiniella_teretifolia,Jacquiniella teretifolia,Orchidaceae,Plantae,Winkler; H�_lber; Hietz,Ann Bot,4,2009,2003,2004,1,Santuario Bosque de Niebla; all trees,TMB,Mean,19.51666667,-95.05,4,1.261678293,Tropical & Subtropical,no,samePop,yes,no
Jacquiniella_teretifolia,Jacquiniella teretifolia,Orchidaceae,Plantae,Winkler; H�_lber; Hietz,Ann Bot,4,2009,2004,2005,1,Santuario Bosque de Niebla; all trees,TMB,Mean,19.51666667,-95.05,4,0.941014483,Tropical & Subtropical,no,samePop,yes,no
Lepanthes_eltoroensis,Lepanthes eltoroensis,Orchidaceae,Plantae,Tremblay; Ackerman,Biol J Linn Soc,3,2001,1994,1996,12,Population 1; Population 2; Population 3,TMB,Mean,18.3,-64.21666667,5,0.9906661,Tropical & Subtropical,no,samePop,no,no
Lepanthes_eltoroensis,Lepanthes eltoroensis,Orchidaceae,Plantae,Tremblay; Ackerman,Biol J Linn Soc,3,2001,1994,1996,12,Population 1,TMB,Mean,18.3,-64.21666667,5,0.985708418,Tropical & Subtropical,no,samePop,no,no
Lepanthes_eltoroensis,Lepanthes eltoroensis,Orchidaceae,Plantae,Tremblay; Ackerman,Biol J Linn Soc,3,2001,1994,1996,12,Population 2,TMB,Mean,18.3,-64.21666667,5,0.998649187,Tropical & Subtropical,no,samePop,no,no
Lepanthes_eltoroensis,Lepanthes eltoroensis,Orchidaceae,Plantae,Tremblay; Ackerman,Biol J Linn Soc,3,2001,1994,1996,12,Population 3,TMB,Mean,18.3,-64.21666667,5,0.986524783,Tropical & Subtropical,no,samePop,no,no
Lepanthes_rubripetala,Lepanthes rubripetala,Orchidaceae,Plantae,Tremblay; Ackerman,Biol J Linn Soc,3,2001,1993,1996,12,Population 1; Population 2; Population 3; Population 4; Population 5; Population 6,TMB,Mean,18.3,-64.21666667,5,0.961689238,Tropical & Subtropical,no,samePop,no,no
Lepanthes_rubripetala,Lepanthes rubripetala,Orchidaceae,Plantae,Tremblay; Ackerman,Biol J Linn Soc,3,2001,1993,1995,12,Population 1,TMB,Mean,18.3,-64.21666667,5,0.96360932,Tropical & Subtropical,no,samePop,no,no
Lepanthes_rubripetala,Lepanthes rubripetala,Orchidaceae,Plantae,Tremblay; Ackerman,Biol J Linn Soc,3,2001,1994,1996,12,Population 2,TMB,Mean,18.3,-64.21666667,5,0.975164156,Tropical & Subtropical,no,samePop,no,no
Lepanthes_rubripetala,Lepanthes rubripetala,Orchidaceae,Plantae,Tremblay; Ackerman,Biol J Linn Soc,3,2001,1994,1996,12,Population 3,TMB,Mean,18.3,-64.21666667,5,0.974007027,Tropical & Subtropical,no,samePop,no,no
Lepanthes_rubripetala,Lepanthes rubripetala,Orchidaceae,Plantae,Tremblay; Ackerman,Biol J Linn Soc,3,2001,1994,1996,12,Population 4,TMB,Mean,18.3,-64.21666667,5,0.934217318,Tropical & Subtropical,no,samePop,no,no
Lepanthes_rubripetala,Lepanthes rubripetala,Orchidaceae,Plantae,Tremblay; Ackerman,Biol J Linn Soc,3,2001,1994,1996,12,Population 5,TMB,Mean,18.3,-64.21666667,5,0.97617137,Tropical & Subtropical,no,samePop,no,no
Lepanthes_rubripetala,Lepanthes rubripetala,Orchidaceae,Plantae,Tremblay; Ackerman,Biol J Linn Soc,3,2001,1994,1996,12,Population 6,TMB,Mean,18.3,-64.21666667,5,0.946388925,Tropical & Subtropical,no,samePop,no,no
Lycaste_aromatica,Lycaste aromatica,Orchidaceae,Plantae,Winkler; H�_lber; Hietz,Ann Bot,4,2009,2002,2005,1,Santuario Bosque de Niebla; all trees,TMB,Mean,19.51666667,-95.05,4,0.948915692,Tropical & Subtropical,no,samePop,yes,no
Lycaste_aromatica,Lycaste aromatica,Orchidaceae,Plantae,Winkler; H�_lber; Hietz,Ann Bot,4,2009,2002,2003,1,Santuario Bosque de Niebla; all trees,TMB,Mean,19.51666667,-95.05,4,0.966700066,Tropical & Subtropical,no,samePop,yes,no
Lycaste_aromatica,Lycaste aromatica,Orchidaceae,Plantae,Winkler; H�_lber; Hietz,Ann Bot,4,2009,2003,2004,1,Santuario Bosque de Niebla; all trees,TMB,Mean,19.51666667,-95.05,4,0.90202924,Tropical & Subtropical,no,samePop,yes,no
Lycaste_aromatica,Lycaste aromatica,Orchidaceae,Plantae,Winkler; H�_lber; Hietz,Ann Bot,4,2009,2004,2005,1,Santuario Bosque de Niebla; all trees,TMB,Mean,19.51666667,-95.05,4,0.968043388,Tropical & Subtropical,no,samePop,yes,no
Tillandsia_deppeana,Tillandsia deppeana,Bromeliaceae,Plantae,Winkler; H�_lber; Hietz,Bas and Appl Ecol,3,2007,2002,2004,1,"Santuario Bosque de Niebla, Xalapa, Veracruz",TMB,Pooled,19.51666667,-95.41666667,5,0.847728281,Tropical & Subtropical,no,samePop,no,no
Tillandsia_deppeana,Tillandsia deppeana,Bromeliaceae,Plantae,Winkler; H�_lber; Hietz,Bas and Appl Ecol,3,2007,2002,2003,1,"Santuario Bosque de Niebla, Xalapa, Veracruz",TMB,Individual,19.51666667,-95.41666667,5,0.769149884,Tropical & Subtropical,no,samePop,no,no
Tillandsia_deppeana,Tillandsia deppeana,Bromeliaceae,Plantae,Winkler; H�_lber; Hietz,Bas and Appl Ecol,3,2007,2003,2004,1,"Santuario Bosque de Niebla, Xalapa, Veracruz",TMB,Individual,19.51666667,-95.41666667,5,0.808665935,Tropical & Subtropical,no,samePop,no,no
Tillandsia_juncea,Tillandsia juncea,Bromeliaceae,Plantae,Winkler; H�_lber; Hietz,Bas and Appl Ecol,3,2007,2002,2004,1,"Santuario Bosque de Niebla, Xalapa, Veracruz",TMB,Pooled,19.51666667,-95.41666667,5,1.011479911,Tropical & Subtropical,no,samePop,no,no
Tillandsia_juncea,Tillandsia juncea,Bromeliaceae,Plantae,Winkler; H�_lber; Hietz,Bas and Appl Ecol,3,2007,2002,2003,1,"Santuario Bosque de Niebla, Xalapa, Veracruz",TMB,Individual,19.51666667,-95.41666667,5,0.984466632,Tropical & Subtropical,no,samePop,no,no
Tillandsia_juncea,Tillandsia juncea,Bromeliaceae,Plantae,Winkler; H�_lber; Hietz,Bas and Appl Ecol,3,2007,2003,2004,1,"Santuario Bosque de Niebla, Xalapa, Veracruz",TMB,Individual,19.51666667,-95.41666667,5,1,Tropical & Subtropical,no,samePop,no,no
Tillandsia_macdougallii,Tillandsia macdougallii,Bromeliaceae,Plantae,Mondrag�_n; Ticktin,Cons Biol,6,2011,2005,2010,1,Santa Catarina Ixtepeji,TSC,Mean,17.26666667,-95.43333333,6,0.926783239,Tropical & Subtropical,no,samePop,yes,no
Tillandsia_macdougallii,Tillandsia macdougallii,Bromeliaceae,Plantae,Mondrag�_n; Ticktin,Cons Biol,6,2011,2005,2006,1,Santa Catarina Ixtepeji,TSC,Individual,17.26666667,-95.43333333,6,1.072264335,Tropical & Subtropical,no,samePop,yes,no
Tillandsia_macdougallii,Tillandsia macdougallii,Bromeliaceae,Plantae,Mondrag�_n; Ticktin,Cons Biol,6,2011,2006,2007,1,Santa Catarina Ixtepeji,TSC,Individual,17.26666667,-95.43333333,6,0.823671668,Tropical & Subtropical,no,samePop,yes,no
Tillandsia_macdougallii,Tillandsia macdougallii,Bromeliaceae,Plantae,Mondrag�_n; Ticktin,Cons Biol,6,2011,2007,2008,1,Santa Catarina Ixtepeji,TSC,Individual,17.26666667,-95.43333333,6,0.923007673,Tropical & Subtropical,no,samePop,yes,no
Tillandsia_macdougallii,Tillandsia macdougallii,Bromeliaceae,Plantae,Mondrag�_n; Ticktin,Cons Biol,6,2011,2008,2009,1,Santa Catarina Ixtepeji,TSC,Individual,17.26666667,-95.43333333,6,0.857726823,Tropical & Subtropical,no,samePop,yes,no
Tillandsia_macdougallii,Tillandsia macdougallii,Bromeliaceae,Plantae,Mondrag�_n; Ticktin,Cons Biol,6,2011,2009,2010,1,Santa Catarina Ixtepeji,TSC,Individual,17.26666667,-95.43333333,6,1.037535901,Tropical & Subtropical,no,samePop,yes,no
Tillandsia_multicaulis_2,Tillandsia multicaulis,Bromeliaceae,Plantae,Toledo-Aceves; Hernandez-Apolinar; Valverde,Acta Oeco,3,2014,2009,2011,1,"San Andrթs Tlalnelhuayocan, Veracruz",TMB,Mean,19.5175,-96.99305556,5,0.925649548,Tropical & Subtropical,no,samePop,no,no
Tillandsia_recurvata,Tillandsia recurvata,Bromeliaceae,Plantae,Valverde; Bernal,Bol Soc Bot Mex,3,2010,2001,2003,1,P-B; P-I; P-A; M-B; M-I; M-A; G-B; G-I; G-A,TMB,Mean,NA,NA,4,1.133914203,Tropical & Subtropical,no,samePop,no,no
Tillandsia_recurvata,Tillandsia recurvata,Bromeliaceae,Plantae,Valverde; Bernal,Bol Soc Bot Mex,3,2010,2001,2003,1,P-B,TMB,Mean,NA,NA,4,0.921783021,Tropical & Subtropical,no,samePop,no,no
Tillandsia_recurvata,Tillandsia recurvata,Bromeliaceae,Plantae,Valverde; Bernal,Bol Soc Bot Mex,3,2010,2001,2002,1,P-B,TMB,Individual,NA,NA,4,0.926617527,Tropical & Subtropical,no,samePop,no,no
Tillandsia_recurvata,Tillandsia recurvata,Bromeliaceae,Plantae,Valverde; Bernal,Bol Soc Bot Mex,3,2010,2002,2003,1,P-B,TMB,Individual,NA,NA,4,0.780811186,Tropical & Subtropical,no,samePop,no,no
Tillandsia_recurvata,Tillandsia recurvata,Bromeliaceae,Plantae,Valverde; Bernal,Bol Soc Bot Mex,3,2010,2001,2003,1,P-I,TMB,Mean,NA,NA,4,1.171788626,Tropical & Subtropical,no,samePop,no,no
Tillandsia_recurvata,Tillandsia recurvata,Bromeliaceae,Plantae,Valverde; Bernal,Bol Soc Bot Mex,3,2010,2001,2002,1,P-I,TMB,Individual,NA,NA,4,1.248593815,Tropical & Subtropical,no,samePop,no,no
Tillandsia_recurvata,Tillandsia recurvata,Bromeliaceae,Plantae,Valverde; Bernal,Bol Soc Bot Mex,3,2010,2002,2003,1,P-I,TMB,Individual,NA,NA,4,1.075252561,Tropical & Subtropical,no,samePop,no,no
Tillandsia_recurvata,Tillandsia recurvata,Bromeliaceae,Plantae,Valverde; Bernal,Bol Soc Bot Mex,3,2010,2001,2003,1,P-A,TMB,Mean,NA,NA,4,1.190530825,Tropical & Subtropical,no,samePop,no,no
Tillandsia_recurvata,Tillandsia recurvata,Bromeliaceae,Plantae,Valverde; Bernal,Bol Soc Bot Mex,3,2010,2001,2002,1,P-A,TMB,Individual,NA,NA,4,1.153051374,Tropical & Subtropical,no,samePop,no,no
Tillandsia_recurvata,Tillandsia recurvata,Bromeliaceae,Plantae,Valverde; Bernal,Bol Soc Bot Mex,3,2010,2002,2003,1,P-A,TMB,Individual,NA,NA,4,1.193718122,Tropical & Subtropical,no,samePop,no,no
Tillandsia_recurvata,Tillandsia recurvata,Bromeliaceae,Plantae,Valverde; Bernal,Bol Soc Bot Mex,3,2010,2001,2003,1,M-B,TMB,Mean,NA,NA,4,1.180720809,Tropical & Subtropical,no,samePop,no,no
Tillandsia_recurvata,Tillandsia recurvata,Bromeliaceae,Plantae,Valverde; Bernal,Bol Soc Bot Mex,3,2010,2001,2002,1,M-B,TMB,Individual,NA,NA,4,1.231828834,Tropical & Subtropical,no,samePop,no,no
Tillandsia_recurvata,Tillandsia recurvata,Bromeliaceae,Plantae,Valverde; Bernal,Bol Soc Bot Mex,3,2010,2002,2003,1,M-B,TMB,Individual,NA,NA,4,1.084869488,Tropical & Subtropical,no,samePop,no,no
Tillandsia_recurvata,Tillandsia recurvata,Bromeliaceae,Plantae,Valverde; Bernal,Bol Soc Bot Mex,3,2010,2001,2003,1,M-I,TMB,Mean,NA,NA,4,1.099870899,Tropical & Subtropical,no,samePop,no,no
Tillandsia_recurvata,Tillandsia recurvata,Bromeliaceae,Plantae,Valverde; Bernal,Bol Soc Bot Mex,3,2010,2001,2002,1,M-I,TMB,Individual,NA,NA,4,0.966508731,Tropical & Subtropical,no,samePop,no,no
Tillandsia_recurvata,Tillandsia recurvata,Bromeliaceae,Plantae,Valverde; Bernal,Bol Soc Bot Mex,3,2010,2002,2003,1,M-I,TMB,Individual,NA,NA,4,1.231828834,Tropical & Subtropical,no,samePop,no,no
Tillandsia_recurvata,Tillandsia recurvata,Bromeliaceae,Plantae,Valverde; Bernal,Bol Soc Bot Mex,3,2010,2001,2003,1,M-A,TMB,Mean,NA,NA,4,1.195443427,Tropical & Subtropical,no,samePop,no,no
Tillandsia_recurvata,Tillandsia recurvata,Bromeliaceae,Plantae,Valverde; Bernal,Bol Soc Bot Mex,3,2010,2001,2002,1,M-A,TMB,Individual,NA,NA,4,1.15578379,Tropical & Subtropical,no,samePop,no,no
Tillandsia_recurvata,Tillandsia recurvata,Bromeliaceae,Plantae,Valverde; Bernal,Bol Soc Bot Mex,3,2010,2002,2003,1,M-A,TMB,Individual,NA,NA,4,1.224439821,Tropical & Subtropical,no,samePop,no,no
Tillandsia_recurvata,Tillandsia recurvata,Bromeliaceae,Plantae,Valverde; Bernal,Bol Soc Bot Mex,3,2010,2001,2003,1,G-B,TMB,Mean,NA,NA,4,1.008547672,Tropical & Subtropical,no,samePop,no,no
Tillandsia_recurvata,Tillandsia recurvata,Bromeliaceae,Plantae,Valverde; Bernal,Bol Soc Bot Mex,3,2010,2001,2002,1,G-B,TMB,Individual,NA,NA,4,0.998537459,Tropical & Subtropical,no,samePop,no,no
Tillandsia_recurvata,Tillandsia recurvata,Bromeliaceae,Plantae,Valverde; Bernal,Bol Soc Bot Mex,3,2010,2002,2003,1,G-B,TMB,Individual,NA,NA,4,1.000056363,Tropical & Subtropical,no,samePop,no,no
Tillandsia_recurvata,Tillandsia recurvata,Bromeliaceae,Plantae,Valverde; Bernal,Bol Soc Bot Mex,3,2010,2001,2003,1,G-I,TMB,Mean,NA,NA,4,1.15950123,Tropical & Subtropical,no,samePop,no,no
Tillandsia_recurvata,Tillandsia recurvata,Bromeliaceae,Plantae,Valverde; Bernal,Bol Soc Bot Mex,3,2010,2001,2002,1,G-I,TMB,Individual,NA,NA,4,1.224636197,Tropical & Subtropical,no,samePop,no,no
Tillandsia_recurvata,Tillandsia recurvata,Bromeliaceae,Plantae,Valverde; Bernal,Bol Soc Bot Mex,3,2010,2002,2003,1,G-I,TMB,Individual,NA,NA,4,1.093523406,Tropical & Subtropical,no,samePop,no,no
Tillandsia_recurvata,Tillandsia recurvata,Bromeliaceae,Plantae,Valverde; Bernal,Bol Soc Bot Mex,3,2010,2001,2003,1,G-A,TMB,Mean,NA,NA,4,1.032752482,Tropical & Subtropical,no,samePop,no,no
Tillandsia_recurvata,Tillandsia recurvata,Bromeliaceae,Plantae,Valverde; Bernal,Bol Soc Bot Mex,3,2010,2001,2002,1,G-A,TMB,Individual,NA,NA,4,1.009693144,Tropical & Subtropical,no,samePop,no,no
Tillandsia_recurvata,Tillandsia recurvata,Bromeliaceae,Plantae,Valverde; Bernal,Bol Soc Bot Mex,3,2010,2002,2003,1,G-A,TMB,Individual,NA,NA,4,1.059818095,Tropical & Subtropical,no,samePop,no,no
Tillandsia_violacea,Tillandsia violacea,Bromeliaceae,Plantae,Mondrag�_n; Ticktin,Cons Biol,4,2011,2005,2008,1,Santa Catarina Ixtepeji,TSC,Mean,17.26666667,-95.43333333,6,0.951556483,Tropical & Subtropical,no,samePop,no,no
Tillandsia_violacea,Tillandsia violacea,Bromeliaceae,Plantae,Mondrag�_n; Ticktin,Cons Biol,4,2011,2005,2006,1,Santa Catarina Ixtepeji,TSC,Individual,17.26666667,-95.43333333,6,1.039991365,Tropical & Subtropical,no,samePop,no,no
Tillandsia_violacea,Tillandsia violacea,Bromeliaceae,Plantae,Mondrag�_n; Ticktin,Cons Biol,4,2011,2006,2007,1,Santa Catarina Ixtepeji,TSC,Individual,17.26666667,-95.43333333,6,0.969554449,Tropical & Subtropical,no,samePop,no,no
